Word, Value
no,0.9936126363538289
th,0.9378075774834838
tm,0.9934254033486851
aa,0.9925309394521553
aah,0.9934846628480589
aalii,0.9936126363538289
aardvark,0.9935935585093012
aardvarks,0.9936126363538289
aardwolf,0.9936121298623812
ab,0.9869823256432737
aba,0.9934517409039623
abaca,0.993593220848336
abacas,0.9936104415575557
abacist,0.9936084155917653
aback,0.987125493892473
abacus,0.9931064825671552
abacuses,0.9936122986928637
abaft,0.9924564852093523
abalone,0.9934782472897221
abalones,0.9936001428981205
abamp,0.9936126363538289
abandon,0.9750316599362394
abandoned,0.965333530527337
abandonedly,0.9935432470255023
abandoning,0.987315934676785
abandonment,0.9853899165318978
abandons,0.9908073490558409
abas,0.9928719770268986
abase,0.9920095909220525
abased,0.9911753995077917
abasement,0.9890797067279453
abases,0.9932737935753586
abash,0.9926406792658102
abashed,0.9844247126631811
abashedly,0.9935960909665393
abashes,0.9935003640829356
abashing,0.9933585464775967
abashment,0.9934117280795989
abasing,0.9929322495091675
abate,0.9882883982562511
abated,0.9874847651593313
abatement,0.991372087019958
abates,0.9914671385816314
abating,0.991967720962381
abatis,0.9933774554916419
abattoir,0.9932727805924633
abattoirs,0.9934171306550403
abaxial,0.9936126363538289
abb,0.9932358067167857
abba,0.9928880159227405
abbacies,0.9935061043193423
abbacy,0.9933759360172991
abbatial,0.9933524685802251
abbe,0.9615191434351702
abbes,0.9926114715923298
abbess,0.9829481212628317
abbesses,0.9929612883521655
abbey,0.9642800283162485
abbeys,0.9915044501182741
abbot,0.973330017502656
abbots,0.9906258562871038
abbr,0.9935807273926276
abbrev,0.9934389097872889
abbreviate,0.9931078332110157
abbreviated,0.9919412145766213
abbreviates,0.993487195305297
abbreviating,0.9933734035600608
abbreviation,0.9920379544431202
abbreviations,0.99268508168272
abbreviator,0.9935925455264059
abbrevs,0.9936126363538289
abdicate,0.9916915142929354
abdicated,0.9918745265360156
abdicates,0.9932699104742599
abdicating,0.9932310794632744
abdication,0.9906407133695678
abdications,0.9935214678932538
abdicator,0.993520286079876
abdicators,0.9936126363538289
abdomen,0.9908851799082947
abdomens,0.9934951303379767
abdominal,0.9925483289918575
abdominally,0.9936095974051431
abdominous,0.9935778572744243
abduce,0.9936099350661081
abduced,0.9936126363538289
abducent,0.9935842728327611
abducing,0.9936124675233462
abduct,0.9930431711362004
abducted,0.9923707193242188
abducting,0.9933092479766934
abduction,0.9903884806286436
abductions,0.9934557928355434
abductor,0.9929288728995167
abductors,0.9933472348352661
abducts,0.9935287276040035
abeam,0.9927640943485516
abecedarian,0.9935911948825455
abecedarians,0.9935972727799172
abecedarium,0.9936075714393524
abecedary,0.9935501690752868
abed,0.9902902212878018
abele,0.9934473513114161
abeles,0.9934703122570423
abelmosk,0.9936126363538289
aberrance,0.9936102727270733
aberrancies,0.9936057143040444
aberrancy,0.9935959221360569
aberrant,0.9933892736254202
aberration,0.9910229455820523
aberrational,0.9936082467612826
aberrations,0.9919439158643419
abessive,0.9936084155917653
abet,0.9925829392407794
abetment,0.9935631690224429
abetments,0.9936077402698351
abets,0.9934301306021964
abetted,0.9921817980142495
abetter,0.9935326107051019
abetters,0.9935753248171861
abetting,0.992482316273182
abettor,0.9929087820720937
abettors,0.9926268351662415
abeyance,0.9914043336421243
abeyant,0.9935668832930589
abhor,0.9873476748075036
abhorred,0.9862609129913538
abhorrence,0.9866426387123908
abhorrent,0.9901191960089823
abhorrently,0.9935483119399788
abhorrer,0.9935547274983154
abhorrers,0.993556078142176
abhorring,0.9924767448672578
abhors,0.9913987622362002
abidance,0.9936048701516318
abide,0.9768045488334574
abider,0.9936070649479047
abides,0.9894568740259537
abiding,0.985170268074105
abidingly,0.9934883771186749
abies,0.9934323253984694
abigail,0.990203104758808
abilities,0.982511187974002
ability,0.9729710838967629
abiogenesis,0.9935891689167549
abiogenetic,0.9935979481018473
abiotic,0.9936126363538289
abject,0.9842270121681194
abjection,0.9929471065916315
abjectly,0.9919400327632435
abjectness,0.9927098997636543
abjuration,0.9925143940648657
abjurations,0.993519948418911
abjure,0.9910202442943317
abjured,0.9912881782701324
abjurer,0.9936001428981205
abjurers,0.993594740322679
abjures,0.993083859282494
abjuring,0.9928182889334489
abl,0.9934647408511184
ablate,0.9936121298623812
ablated,0.993611792201416
ablating,0.9936122986928637
ablation,0.9935597924127919
ablations,0.9936006493895682
ablative,0.9929646649618165
ablatives,0.9935884935948247
ablaut,0.9935805585621451
ablaze,0.9882505802281609
able,0.8623418712596662
ablepsia,0.9936031818468063
abler,0.9919631625393523
ablest,0.9898858722821036
abloom,0.9926136663886029
ablution,0.9920713828786645
ablutions,0.9914588658879868
ably,0.9904472336365697
abnegate,0.9934682862912518
abnegated,0.9935263639772478
abnegates,0.9936121298623812
abnegating,0.9934963121513545
abnegation,0.9901411439717134
abnormal,0.9871548703964359
abnormalities,0.9932160535503278
abnormality,0.9931681056932846
abnormally,0.9916037224420113
abnormity,0.9935726235294653
aboard,0.9745732851761264
abode,0.9692139303381793
abodes,0.9887675391657174
abolish,0.9888165000056559
abolished,0.9861238226395261
abolisher,0.9935743118342908
abolishes,0.9931866770463647
abolishing,0.9917386179975658
abolishment,0.9932898324712005
abolishments,0.9932486378334593
abolition,0.9873272463191156
abolitionism,0.9931736770992088
abolitionist,0.9914166582673503
abolitionists,0.9898884047393417
abomasum,0.9936109480490034
abominable,0.9803494824754804
abominably,0.9898948202976785
abominate,0.9923165247393215
abominated,0.992880756211991
abominates,0.9933902866083155
abominating,0.9935353119928227
abomination,0.9887239809012205
abominations,0.9899611706773193
abominator,0.9936094285746604
abominators,0.9936111168794859
aboral,0.9936084155917653
aboriginal,0.9900758065749682
aboriginally,0.9935640131748555
aboriginals,0.9932108198053688
aborigine,0.9929979245668781
aborigines,0.989697119802617
aborning,0.9935353119928227
abort,0.9934922602197733
aborted,0.99337002695041
aborticide,0.9936124675233462
abortifacient,0.9936045324906666
abortifacients,0.9935972727799172
aborting,0.9935781949353895
abortion,0.9908669462161797
abortionist,0.9935283899430383
abortionists,0.993549324922874
abortions,0.9922023953331203
abortive,0.9901419881241262
abortively,0.993556078142176
aborts,0.9936075714393524
aboulia,0.9936038571687364
abound,0.9845916860104191
abounded,0.9893714458017853
abounding,0.9884013458490746
abounds,0.9882867099514259
aboveboard,0.9932533650869706
aboveground,0.9935267016382128
abr,0.993472675883798
abracadabra,0.9926089391350916
abradant,0.9936104415575557
abradants,0.9936126363538289
abrade,0.9935726235294653
abraded,0.9932153782283977
abrader,0.9936126363538289
abraders,0.9936126363538289
abrades,0.9935851169851737
abrading,0.9935680651064367
abranchiate,0.9936124675233462
abrasion,0.9932428975970526
abrasions,0.9934184812989006
abrasive,0.9935619872090651
abrasively,0.9936126363538289
abrasives,0.9936053766430795
abraxas,0.9935719482075351
abreact,0.993601831202946
abreacted,0.9936119610318987
abreacting,0.9936011558810156
abreaction,0.9936026753553586
abreast,0.9872082208289206
abri,0.9933122869253792
abridge,0.9921551227980074
abridged,0.9911208672619292
abridger,0.9935282211125558
abridgers,0.9936109480490034
abridges,0.9934461694980383
abridging,0.9931149240912827
abridgment,0.9919023835656355
abridgments,0.9933127934168267
abroach,0.9933985593019603
abroad,0.9541826148161241
abrogate,0.9931010799917137
abrogated,0.9926092767960566
abrogates,0.9935209614018063
abrogating,0.993441779905492
abrogation,0.993012106327412
abrogations,0.9935986234237775
abrogator,0.9935917013739932
abrupt,0.9814308417161888
abrupter,0.9935922078654407
abruptest,0.9935049225059644
abruption,0.9935543898373504
abruptly,0.9653781017747292
abruptness,0.9899569499152556
abs,0.9922633431373196
abscess,0.9925650432096296
abscessed,0.9936023376943934
abscesses,0.9933850528633565
abscind,0.9936124675233462
abscissa,0.9935175847921554
abscissas,0.9936087532527302
abscission,0.9935906883910979
abscond,0.992974457129804
absconded,0.9924421346183359
absconder,0.9934571434794037
absconders,0.9935241691809746
absconding,0.9930735606230587
absconds,0.9934725070533155
abseil,0.993611792201416
absence,0.9488804935117601
absences,0.990867959199075
absent,0.9658977620000064
absented,0.9919955779920011
absentee,0.9922790443721963
absenteeism,0.993269572813295
absentees,0.9927166529829561
absenting,0.9928615095369808
absently,0.9856039935837664
absentminded,0.9932194301599786
absentmindedly,0.9932921960979562
absentmindedness,0.9933151570435823
absents,0.9932364820387158
absinthe,0.9899858199277709
absinthism,0.9936090909136954
absolute,0.9595321774860837
absolutely,0.9516305732419554
absoluteness,0.9929307300348247
absolutes,0.9934887147796398
absolutest,0.9935971039494347
absolution,0.9874655184843211
absolutism,0.9923045377750608
absolutist,0.9932854428786542
absolutistic,0.993600311728603
absolutists,0.9934613642414674
absolvable,0.9936126363538289
absolve,0.9906592847226479
absolved,0.9905151034905533
absolver,0.9935272081296604
absolvers,0.9936107792185209
absolves,0.99285019789465
absolving,0.9930934826199993
absonant,0.9936104415575557
absorb,0.9885830074482944
absorbable,0.9936033506772888
absorbed,0.9677758322878505
absorbency,0.9936106103880382
absorbent,0.9929945479572271
absorbents,0.9935290652649684
absorber,0.993444818854178
absorbers,0.993467104477874
absorbing,0.9840200259965177
absorbingly,0.9930519503212929
absorbs,0.9911963344876273
absorption,0.9878909713003374
absorptions,0.9934996887610055
absorptive,0.9935599612432744
absorptivities,0.9936126363538289
absorptivity,0.9936126363538289
absquatulate,0.993565701479681
absquatulated,0.9935918702044757
absquatulates,0.9936119610318987
absquatulating,0.9936104415575557
abstain,0.9873427787235098
abstained,0.9903729482242494
abstainer,0.9928706263830382
abstainers,0.99321487173695
abstaining,0.9923583946989929
abstains,0.9929862752635823
abstemious,0.9919101497678329
abstemiously,0.993399065793408
abstemiousness,0.9929808726881408
abstention,0.9923725764595268
abstentions,0.9934554551745782
abstergent,0.993596597457987
abstinence,0.9876221931721239
abstinent,0.9932921960979562
abstract,0.97841265917971
abstracted,0.9864012111223497
abstractedly,0.9903290522987873
abstractedness,0.9934097021138082
abstracter,0.993587987103377
abstracting,0.9926768089890752
abstraction,0.9845533614908812
abstractionism,0.9936111168794859
abstractionist,0.9935856234766214
abstractionists,0.9936033506772888
abstractions,0.9906511808594856
abstractly,0.9929908336866111
abstractness,0.9934779096287569
abstracts,0.9929202625449067
abstriction,0.9936126363538289
abstruse,0.9902841433904301
abstrusely,0.9935388574329562
abstruseness,0.9934892212710875
absurd,0.9595654370911453
absurder,0.9935336236879972
absurdest,0.9931735082687261
absurdist,0.9936075714393524
absurdities,0.9876819591629453
absurdity,0.9820366054875647
absurdly,0.98744357052159
absurdness,0.9935692469198145
abulia,0.9936063896259746
abulias,0.9936126363538289
abulic,0.9936121298623812
abundance,0.9783265556336116
abundances,0.9935795455792498
abundant,0.9795021222835809
abundantly,0.9864268733556967
abuse,0.9740803001670915
abused,0.9819584369741459
abuser,0.9934051436907796
abusers,0.9932927025894038
abuses,0.9858731093729449
abusing,0.9889530838660356
abusive,0.9907943491086848
abusively,0.9933896112863854
abusiveness,0.9935662079711287
abut,0.9932781831679047
abutilon,0.9935920390349582
abutment,0.9931721576248658
abutments,0.9931880276902252
abuts,0.9933168453484078
abuttal,0.9936111168794859
abuttals,0.993611792201416
abutted,0.9928912237019087
abutters,0.9935532080239726
abutting,0.9929251586289007
