Word, Value
no,0.0010874417630886825
th,0.001187883352205556
tm,0.0010907530242683595
aa,0.001122340602290267
aah,0.001167661909886917
aalii,0.0010891184576809361
aardvark,0.0010884022815988179
aardvarks,0.0010874417630886825
aardwolf,0.001095538765617104
ab,0.0018333012374107198
aba,0.001112524777164761
abaca,0.001100939575836374
abacas,0.0010921769508316305
abacist,0.0010877787871273264
aback,0.0012439978546397797
abacus,0.0010977884010750527
abacuses,0.001089270118498326
abaft,0.0011281626925578418
abalone,0.0010993639884557134
abalones,0.0010969205641755445
abamp,0.0010899020385707835
abandon,0.0013235355277597602
abandoned,0.0014471306683314755
abandonedly,0.0010916545635717323
abandoning,0.0012054760070227722
abandonment,0.0012219143545076324
abandons,0.0011083709558884739
abas,0.0011545348235817337
abase,0.0012454891860107793
abased,0.0011149597758439637
abasement,0.001329458725238928
abases,0.0011536585610812595
abash,0.0011108902105773377
abashed,0.010584231508013386
abashedly,0.0010874417630886825
abashes,0.0011073430325706098
abashing,0.0011615112211816642
abashment,0.001260941738182606
abasing,0.009928492261624752
abate,0.0012297080354012747
abated,0.0013634223227332756
abatement,0.0015395173829247579
abates,0.001146850675500651
abating,0.0012669239148685367
abatis,0.0011344144884746878
abattoir,0.001415458834299907
abattoirs,0.0010881242367669366
abaxial,0.0010874417630886825
abb,0.0010899778689794784
abba,0.0014065613996797057
abbacies,0.0010905676610471055
abbacy,0.0011140666621415572
abbatial,0.001118110950605285
abbe,0.0013345814906263167
abbes,0.0011482661764629556
abbess,0.001171638793542916
abbesses,0.0013251532431452513
abbey,0.0015387927812416733
abbeys,0.010949616119509264
abbot,0.0010953028487900535
abbots,0.004810748532411972
abbr,0.0010884022815988179
abbrev,0.0010960780040789346
abbreviate,0.001095614596025799
abbreviated,0.0012392710924977977
abbreviates,0.0014409294260204263
abbreviating,0.0010963476233098498
abbreviation,0.0032903404124783285
abbreviations,0.0011596997169739528
abbreviator,0.0010965666889349683
abbrevs,0.0010917809475862238
abdicate,0.0010948984199436805
abdicated,0.0013342107641838084
abdicates,0.0010894470561186142
abdicating,0.0011365040375142805
abdication,0.001378403041251001
abdications,0.0013600436567458697
abdicator,0.0010732193486579062
abdicators,0.0010874417630886825
abdomen,0.001189231448360132
abdomens,0.0011889618291292168
abdominal,0.0010894133537147498
abdominally,0.001125373818638063
abdominous,0.015453976098389988
abduce,0.0013173427110496768
abduced,0.0011905205653079452
abducent,0.0011729784640965258
abducing,0.0012323452485036638
abduct,0.0015151421193298317
abducted,0.003101893421270544
abducting,0.002005183497119152
abduction,0.0010949658247514094
abductions,0.0010910984739079697
abductor,0.0010929184037166471
abductors,0.001816323651464029
abducts,0.0010951511879726636
abeam,0.0010966172425407649
abecedarian,0.001093162746144664
abecedarians,0.0010888656896519532
abecedarium,0.0010884444096036484
abecedary,0.0011421997437673639
abed,0.007457044432642611
abele,0.0011221973670738435
abeles,0.0010896829729456648
abelmosk,0.0010874417630886825
aberrance,0.0011196022819762847
aberrancies,0.0010903401698210207
aberrancy,0.001088511814411377
aberrant,0.001111918133895202
aberration,0.001130201687991638
aberrational,0.001089084755277072
aberrations,0.001093659856601664
abessive,0.0010874417630886825
abet,0.001104899608290441
abetment,0.0013248583471114378
abetments,0.0010874417630886825
abets,0.004785387473504012
abetted,0.001124868282580097
abetter,0.0026898646828263403
abetters,0.0010927077636924947
abetting,0.002916007812756454
abettor,0.001111421023438202
abettors,0.0011149260734400993
abeyance,0.0016118764440216215
abeyant,0.001803221841961744
abhor,0.0011107132729570497
abhorred,0.001132577707464078
abhorrence,0.0032115947458491614
abhorrent,0.0012842385248538713
abhorrently,0.0011138054685116082
abhorrer,0.0011166111936333192
abhorrers,0.001096870010569748
abhorring,0.0011550235084377676
abhors,0.0023320968146038176
abidance,0.0011147575614207773
abide,0.0011014535374953061
abider,0.0010886044960220042
abides,0.0010997262892972557
abiding,0.0012325558885278164
abidingly,0.0010889667968635465
abies,0.0010892195648925294
abigail,0.0010972828650170868
abilities,0.0011170746016864548
ability,0.0015532342612975681
abiogenesis,0.0010967267753533242
abiogenetic,0.0011352149205664673
abiotic,0.0010874417630886825
abject,0.0012289328801123934
abjection,0.001577735908906986
abjectly,0.003303745543615393
abjectness,0.0012496177304841681
abjuration,0.0014261509219258876
abjurations,0.001109988671273965
abjure,0.0012904818951697513
abjured,0.0011519481640851412
abjurer,0.05001954907936154
abjurers,0.0011012091950672893
abjures,0.0015205092271452373
abjuring,0.0015845185176846961
abl,0.0010886887520316652
ablate,0.0010888909664548516
ablated,0.0010998442477107811
ablating,0.0010929352549185795
ablation,0.001152933959398175
ablations,0.0011218687686361654
ablative,0.0012361199177364764
ablatives,0.0010893290977050888
ablaut,0.0010878714687379534
ablaze,0.0014377192720523423
able,0.001169532393301391
ablepsia,0.0010872311230645298
abler,0.0012975341231783767
ablest,0.0014345512460890888
abloom,0.0010898177825611225
ablution,0.001090281190614258
ablutions,0.0010941822438615622
ably,0.0011008974478315435
abnegate,0.0011147070078149808
abnegated,0.001104916459492373
abnegates,0.0010922443556393591
abnegating,0.0011110250201927952
abnegation,0.0011290810830631467
abnormal,0.0012444949650967795
abnormalities,0.0011161056575753534
abnormality,0.001187605307373675
abnormally,0.0011531783018261918
abnormity,0.0012912907528624968
aboard,0.001108893343148372
abode,0.003629866854609245
abodes,0.001165378572025104
abolish,0.0011037031729532547
abolished,0.0013950267519571154
abolisher,0.00118906293634081
abolishes,0.0014857030695542795
abolishing,0.0011472382531450916
abolishment,0.001379928075025865
abolishments,0.0010874417630886825
abolition,0.0012978290192121901
abolitionism,0.0011381807321065344
abolitionist,0.0014434149783054257
abolitionists,0.001167990508324595
abomasum,0.0010938620710248504
abominable,0.0011561188365633605
abominably,0.006451634320559875
abominate,0.0013714266436510704
abominated,0.0011092303671870161
abominates,0.001108632149518423
abominating,0.0015032283195637668
abomination,0.001201667635386095
abominations,0.001121498042193657
abominator,0.0010861694973428014
abominators,0.0010888067104451906
aboral,0.0010936935590055282
aboriginal,0.0010943760326837823
aboriginally,0.001088343302392055
aboriginals,0.0013223727948264384
aborigine,0.0015114264293037817
aborigines,0.001299505713804444
aborning,0.0011494289093962773
abort,0.0023235448296232268
aborted,0.0012064365255329075
aborticide,0.001144398825619516
abortifacient,0.0010955640424200024
abortifacients,0.0010881158111659703
aborting,0.0010878040639302248
abortion,0.001128423886187791
abortionist,0.0016033328846419967
abortionists,0.0011282385229665368
abortions,0.0010902390626094274
abortive,0.0011611910483449524
abortively,0.0010894133537147498
aborts,0.0010877113823195975
aboulia,0.0010882758975843262
abound,0.001177730503041406
abounded,0.0011810417642210832
abounding,0.0011000548877349336
abounds,0.0011607697682966475
aboveboard,0.001091376518739851
aboveground,0.0010896324193398683
abr,0.0010980327435030697
abracadabra,0.0011798958824896935
abradant,0.0011768458149399655
abradants,0.0012133707951280076
abrade,0.001131895233785824
abraded,0.0011994938303368414
abrader,0.0010874417630886825
abraders,0.0010877029567186315
abrades,0.001087753510324428
abrading,0.001106534174877864
abranchiate,0.001124025722483487
abrasion,0.001223060236239022
abrasions,0.0011005604237928996
abrasive,0.0010964655817233752
abrasively,0.0011068796245174743
abrasives,0.0013148318819617792
abraxas,0.0010884528352046144
abreact,0.0010877787871273264
abreacted,0.001087913596742784
abreacting,0.0010964318793195108
abreaction,0.0011090871319705924
abreast,0.0011071492437483895
abri,0.001096027450473138
abridge,0.0013596813559043274
abridged,0.0011440280991770076
abridger,0.0015229526514254062
abridgers,0.0011735429793612545
abridges,0.0011135695516845574
abridging,0.0023284485293854967
abridgment,0.001679222272543656
abridgments,0.0011511393063923956
abroach,0.0012590544035661997
abroad,0.0011573826767082753
